id,bairro,quartos,preco_noite,avaliacao,ocupacao_pct
5590,Ipanema,1,534,2.94,99.91
5591,Barra da Tijuca,5,1539,3.74,84.82
5592,Botafogo,4,1947,2.59,67.08
5593,Lapa,2,134,4.95,87.44
5594,Barra da Tijuca,2,571,3.78,39.28
5595,Leblon,1,815,4.54,20.24
5596,Botafogo,3,1903,4.52,36.64
5597,Botafogo,4,263,4.75,57.51
5598,Leblon,3,669,3.12,34.48
5599,Lapa,1,1961,2.74,21.29
5600,Copacabana,1,1547,2.73,73.8
5601,Leblon,3,1296,2.98,59.37
5602,Leblon,5,653,3.5,87.47
5603,Leblon,5,1411,3.63,53.26
5604,Botafogo,1,955,2.5,35.22
5605,Ipanema,5,1291,3.42,67.93
5606,Barra da Tijuca,5,1102,4.65,51.36
5607,Copacabana,2,1470,3.3,46.56
5608,Lapa,3,1574,3.85,89.03
5609,Lapa,2,1305,4.58,78.8
5610,Barra da Tijuca,2,323,2.91,81.96
5611,Ipanema,1,731,3.78,85.81
5612,Leblon,1,1403,2.72,34.46
5613,Copacabana,1,451,4.37,23.36
5614,Lapa,2,1471,4.17,85.62
5615,Barra da Tijuca,4,1241,3.12,62.69
5616,Flamengo,2,428,3.94,77.97
5617,Barra da Tijuca,2,1959,3.14,90.56
5618,Lapa,2,777,3.3,56.64
5619,Leblon,5,391,4.26,75.65
5620,Flamengo,5,358,4.4,25.35
5621,Ipanema,1,1088,2.89,78.14
5622,Copacabana,2,746,4.44,41.48
5623,Ipanema,2,140,3.06,70.42
5624,Ipanema,1,682,3.23,32.8
5625,Barra da Tijuca,3,1709,4.64,28.17
5626,Copacabana,4,1639,4.19,62.72
5627,Copacabana,4,1725,4.61,44.11
5628,Lapa,3,930,2.54,31.0
5629,Lapa,1,935,4.67,84.04
5630,Copacabana,3,1532,4.48,75.07
5631,Flamengo,4,1840,3.12,44.87
5632,Botafogo,3,1305,4.91,58.1
5633,Lapa,2,444,3.74,76.82
5634,Botafogo,5,574,2.89,83.02
5635,Barra da Tijuca,2,1573,4.97,72.74
5636,Flamengo,4,510,4.5,54.99
5637,Copacabana,5,677,3.49,48.37
5638,Flamengo,5,1610,4.04,77.28
5639,Lapa,3,433,4.96,50.93
5640,Ipanema,2,908,3.79,42.1
5641,Barra da Tijuca,3,730,4.09,32.54
5642,Copacabana,4,1615,3.56,84.65
5643,Leblon,5,1221,4.84,90.8
5644,Barra da Tijuca,3,1401,4.76,91.62
5645,Botafogo,5,198,4.91,73.62
5646,Flamengo,2,1077,3.08,23.53
5647,Copacabana,4,1705,3.67,32.53
5648,Barra da Tijuca,2,1393,4.16,24.5
5649,Flamengo,3,1936,4.48,33.98
5650,Copacabana,3,1689,4.89,56.72
5651,Lapa,1,1962,3.46,88.04
5652,Barra da Tijuca,2,1981,3.09,76.53
5653,Lapa,4,474,4.06,22.29
5654,Barra da Tijuca,5,253,5.0,43.96
5655,Lapa,1,1933,2.93,63.39
5656,Flamengo,4,120,2.81,55.7
5657,Leblon,2,631,4.88,23.81
5658,Barra da Tijuca,5,1185,3.02,39.85
5659,Barra da Tijuca,4,1569,3.7,24.83
5660,Lapa,1,1576,3.9,40.46
5661,Copacabana,5,644,4.65,65.42
5662,Barra da Tijuca,2,1532,4.22,57.39
5663,Lapa,5,1784,3.73,36.68
5664,Ipanema,2,646,4.27,79.99
5665,Lapa,3,781,4.27,68.2
5666,Flamengo,3,1827,4.12,89.0
5667,Leblon,2,1965,4.72,30.38
5668,Ipanema,4,941,2.9,60.65
5669,Flamengo,1,1553,3.28,51.49
5670,Flamengo,3,1012,3.26,20.52
5671,Flamengo,4,1698,4.91,41.3
5672,Copacabana,5,1671,3.27,33.95
5673,Flamengo,3,1237,2.93,91.58
5674,Copacabana,4,1210,3.52,56.63
5675,Flamengo,1,396,3.7,50.99
5676,Botafogo,5,875,4.72,58.06
5677,Ipanema,3,1050,4.33,96.32
5678,Botafogo,3,1313,3.87,75.72
5679,Flamengo,1,1707,3.76,90.52
5680,Ipanema,2,513,2.63,24.79
5681,Ipanema,3,1277,2.82,90.08
5682,Barra da Tijuca,2,104,2.68,86.87
5683,Leblon,1,1263,4.93,61.61
5684,Botafogo,1,1594,4.74,56.1
5685,Leblon,4,1170,3.77,90.93
5686,Ipanema,3,254,2.78,27.01
5687,Copacabana,5,114,4.99,81.95
5688,Ipanema,5,1300,3.13,89.92
5689,Leblon,1,180,4.18,41.29
5690,Botafogo,5,455,2.9,42.67
5691,Flamengo,5,431,4.62,90.44
5692,Barra da Tijuca,5,1169,3.58,89.38
5693,Barra da Tijuca,4,1491,4.69,50.76
5694,Barra da Tijuca,4,1556,3.81,47.29
5695,Flamengo,1,847,3.09,58.76
5696,Barra da Tijuca,5,735,2.92,82.6
5697,Botafogo,1,1776,2.76,40.87
5698,Flamengo,1,1668,3.05,44.18
5699,Barra da Tijuca,1,596,4.34,35.35
5700,Flamengo,4,140,2.7,90.81
5701,Leblon,4,209,2.99,41.02
5702,Botafogo,3,613,2.88,63.35
5703,Lapa,5,1901,3.25,86.99
5704,Copacabana,2,1221,3.91,75.91
5705,Barra da Tijuca,4,1597,2.79,23.47
5706,Copacabana,2,1257,3.47,67.23
5707,Flamengo,5,756,4.53,59.82
5708,Copacabana,5,712,2.59,49.8
5709,Botafogo,4,1292,3.36,28.53
5710,Botafogo,2,462,2.7,95.19
5711,Ipanema,1,1367,4.29,73.95
5712,Barra da Tijuca,1,756,4.93,33.54
5713,Ipanema,4,1372,2.64,39.45
5714,Copacabana,2,576,3.89,31.84
5715,Lapa,4,539,2.9,64.9
5716,Ipanema,1,155,4.81,94.43
5717,Ipanema,5,224,2.52,77.46
5718,Botafogo,4,1022,3.44,70.31
5719,Lapa,1,1322,4.31,46.45
5720,Flamengo,5,1083,4.16,83.29
5721,Copacabana,4,1216,3.59,42.06
5722,Ipanema,4,619,3.79,42.7
5723,Lapa,1,1195,2.87,73.57
5724,Barra da Tijuca,1,1651,2.9,84.09
5725,Lapa,5,1453,4.45,67.34
5726,Copacabana,3,1895,3.62,92.93
5727,Lapa,5,1111,3.51,66.87
5728,Lapa,4,1531,2.79,72.73
5729,Lapa,4,777,4.38,36.66
5730,Barra da Tijuca,4,421,3.82,63.24
5731,Ipanema,1,1894,4.06,74.42
5732,Copacabana,4,1782,3.26,30.86
5733,Barra da Tijuca,4,1132,2.96,78.46
5734,Lapa,5,1284,4.12,48.93
5735,Lapa,1,719,3.85,86.5
5736,Ipanema,5,1280,2.61,55.67
5737,Copacabana,3,769,2.63,50.36
5738,Botafogo,5,1558,4.93,33.6
5739,Barra da Tijuca,5,195,3.31,55.09
5740,Ipanema,3,502,4.86,28.49
5741,Copacabana,5,679,3.93,83.23
5742,Barra da Tijuca,4,1592,2.96,30.9
5743,Lapa,4,758,3.59,32.38
5744,Copacabana,2,226,4.37,33.01
5745,Copacabana,1,1274,4.87,52.84
5746,Flamengo,4,1355,4.92,54.19
5747,Copacabana,1,546,3.17,44.45
5748,Botafogo,5,386,3.0,30.46
5749,Copacabana,2,846,4.0,75.14
5750,Botafogo,4,735,2.71,40.87
5751,Lapa,5,623,4.22,50.51
5752,Botafogo,2,1958,3.98,38.5
5753,Barra da Tijuca,5,227,3.26,85.59
5754,Lapa,1,142,3.03,78.92
5755,Lapa,5,352,4.99,71.13
5756,Botafogo,5,525,3.51,36.2
5757,Ipanema,5,918,4.09,92.34
5758,Leblon,2,951,4.34,78.32
5759,Copacabana,5,596,4.79,97.59
5760,Flamengo,2,445,4.28,40.93
5761,Leblon,2,777,4.71,37.7
5762,Copacabana,3,745,3.29,33.26
5763,Copacabana,5,153,2.67,21.16
5764,Lapa,4,1043,3.64,34.97
5765,Copacabana,2,1132,4.54,84.57
5766,Flamengo,5,667,3.87,83.25
5767,Copacabana,4,133,4.03,20.49
5768,Botafogo,1,252,3.81,31.39
5769,Leblon,4,1798,2.57,83.42
5770,Botafogo,2,211,3.37,63.03
5771,Flamengo,2,1836,4.1,62.78
5772,Copacabana,2,479,3.35,55.75
5773,Barra da Tijuca,3,1461,4.96,55.16
5774,Flamengo,4,383,2.83,38.51
5775,Lapa,5,281,4.33,94.83
5776,Botafogo,5,1135,4.7,95.81
5777,Botafogo,2,313,4.13,21.67
5778,Ipanema,4,483,3.21,75.85
5779,Copacabana,1,1933,2.65,51.52
5780,Lapa,4,636,4.46,46.86
5781,Barra da Tijuca,5,1805,2.89,33.23
5782,Botafogo,2,1344,4.19,59.68
5783,Botafogo,4,1941,3.73,20.28
5784,Lapa,3,1315,4.67,33.21
5785,Flamengo,2,1772,3.62,35.62
5786,Flamengo,3,960,3.42,49.12
5787,Copacabana,2,1247,3.58,39.21
5788,Ipanema,5,933,3.07,26.81
5789,Botafogo,1,278,5.0,75.05
5790,Ipanema,4,127,4.13,40.14
5791,Flamengo,4,1118,2.59,30.05
5792,Flamengo,2,296,3.34,36.48
5793,Leblon,1,765,3.35,36.4
5794,Barra da Tijuca,1,932,3.24,41.86
5795,Copacabana,5,1171,3.89,38.78
5796,Leblon,3,183,3.5,64.19
5797,Barra da Tijuca,4,376,4.79,26.99
5798,Leblon,2,229,3.2,65.31
5799,Leblon,1,496,4.52,83.52
5800,Copacabana,4,1215,4.4,92.49
5801,Copacabana,4,1744,4.72,33.66
5802,Lapa,4,1843,3.48,95.14
5803,Ipanema,1,225,2.82,92.44
5804,Ipanema,5,1693,4.65,73.57
5805,Lapa,4,421,3.46,49.96
5806,Lapa,1,346,3.41,25.04
5807,Flamengo,1,864,2.75,83.22
5808,Barra da Tijuca,2,475,4.56,55.93
5809,Leblon,5,1677,4.46,45.34
5810,Lapa,5,940,2.56,80.06
5811,Botafogo,5,1577,4.34,61.9
5812,Ipanema,1,1061,3.01,98.41
5813,Lapa,1,990,4.58,38.42
5814,Botafogo,5,1347,2.56,37.07
5815,Botafogo,1,1172,3.26,85.76
5816,Botafogo,5,796,2.77,69.76
5817,Flamengo,2,631,4.2,25.86
5818,Flamengo,3,504,4.23,91.56
5819,Botafogo,3,1851,4.38,73.76
5820,Barra da Tijuca,3,643,3.85,87.36
5821,Flamengo,3,210,3.7,28.92
5822,Leblon,2,216,4.93,58.06
5823,Botafogo,1,1586,3.86,74.86
5824,Leblon,2,1236,4.62,35.83
5825,Leblon,4,215,3.35,35.54
5826,Botafogo,1,970,3.88,63.24
5827,Ipanema,5,1107,2.79,22.18
5828,Barra da Tijuca,4,1742,3.78,37.46
5829,Botafogo,4,1179,4.93,23.05
5830,Botafogo,2,1999,3.28,32.12
5831,Flamengo,4,1237,2.51,86.47
5832,Botafogo,2,656,4.68,64.34
5833,Ipanema,4,1017,3.66,60.36
5834,Flamengo,2,1545,2.67,90.18
5835,Copacabana,1,519,4.13,98.03
5836,Copacabana,4,216,4.46,97.89
5837,Leblon,2,1779,3.8,74.28
5838,Barra da Tijuca,3,1447,2.82,54.14
5839,Leblon,3,845,4.86,60.03
5840,Ipanema,4,1067,3.18,21.13
5841,Lapa,2,1628,4.23,57.72
5842,Barra da Tijuca,1,452,4.38,34.15
5843,Copacabana,4,315,3.66,72.56
5844,Leblon,1,625,4.6,82.01
5845,Copacabana,2,187,3.77,89.75
5846,Ipanema,3,115,3.06,62.4
5847,Ipanema,2,1165,4.26,49.34
5848,Lapa,1,865,3.78,52.97
5849,Lapa,3,732,4.34,94.64
5850,Flamengo,4,1601,3.73,97.54
5851,Barra da Tijuca,3,314,4.7,57.34
5852,Ipanema,4,1906,4.99,64.84
5853,Leblon,4,479,4.12,49.5
5854,Copacabana,3,1785,4.49,25.09
5855,Botafogo,3,779,2.62,62.87
5856,Lapa,1,264,2.9,41.67
5857,Botafogo,3,437,2.73,96.37
5858,Leblon,5,816,3.95,20.24
5859,Lapa,3,183,3.14,22.62
5860,Botafogo,1,389,3.48,68.63
5861,Barra da Tijuca,5,1864,3.63,79.46
5862,Leblon,5,295,3.79,80.61
5863,Copacabana,2,103,4.72,76.56
5864,Barra da Tijuca,5,1004,3.36,36.2
5865,Leblon,4,815,3.04,32.49
5866,Flamengo,1,1302,2.83,32.97
5867,Lapa,2,1017,3.14,26.22
5868,Ipanema,3,323,4.15,91.99
5869,Copacabana,5,880,4.69,24.27
5870,Barra da Tijuca,2,1290,2.95,80.76
5871,Barra da Tijuca,4,1175,4.87,64.52
5872,Botafogo,2,1357,2.7,27.97
5873,Lapa,4,1823,3.42,69.22
5874,Ipanema,2,874,3.64,88.81
5875,Leblon,2,1937,2.65,44.2
5876,Ipanema,3,413,4.76,23.05
5877,Lapa,3,1786,3.26,99.28
5878,Lapa,3,419,4.08,32.85
5879,Flamengo,2,459,2.91,78.89
5880,Flamengo,5,1521,4.73,58.54
5881,Ipanema,2,1290,4.63,22.26
5882,Leblon,3,1396,2.86,29.04
5883,Ipanema,2,1898,3.89,27.94
5884,Lapa,5,1171,2.9,87.41
5885,Lapa,4,1548,4.78,69.74
5886,Botafogo,1,1183,3.72,90.71
5887,Flamengo,3,1078,2.78,43.81
5888,Botafogo,2,428,3.58,96.28
5889,Copacabana,5,410,3.29,72.24
5890,Lapa,3,1126,3.28,68.01
5891,Botafogo,3,274,3.52,77.21
5892,Ipanema,4,1976,3.98,62.19
5893,Flamengo,1,1609,4.24,39.97
5894,Flamengo,2,176,2.95,49.35
5895,Leblon,2,1966,3.21,21.76
5896,Ipanema,3,1466,3.08,62.21
5897,Leblon,5,817,4.95,42.44
5898,Botafogo,3,1333,4.65,62.08
5899,Barra da Tijuca,4,365,4.35,67.25
5900,Copacabana,1,1661,3.03,84.16
5901,Ipanema,4,809,3.69,64.44
5902,Ipanema,5,1402,3.49,44.22
5903,Ipanema,2,331,3.64,49.52
5904,Leblon,5,232,4.96,34.18
5905,Botafogo,4,458,4.3,78.24
5906,Ipanema,2,1481,3.42,31.95
5907,Barra da Tijuca,1,1407,2.7,68.2
5908,Ipanema,3,1327,3.26,34.78
5909,Flamengo,1,942,2.73,41.7
5910,Copacabana,3,188,4.45,71.13
5911,Flamengo,1,387,2.81,53.73
5912,Flamengo,2,785,2.86,49.94
5913,Copacabana,2,1871,3.31,85.84
5914,Barra da Tijuca,2,1600,4.21,37.11
5915,Botafogo,3,350,2.89,53.08
5916,Flamengo,2,172,3.52,59.71
5917,Botafogo,5,1883,3.02,58.38
5918,Flamengo,3,1913,4.39,35.3
5919,Lapa,2,1903,3.38,48.96
5920,Copacabana,2,413,3.55,67.26
5921,Flamengo,1,206,4.32,25.69
5922,Lapa,5,295,3.6,54.69
5923,Leblon,5,746,3.53,82.25
5924,Lapa,3,1532,2.78,88.6
5925,Ipanema,5,1255,3.31,67.16
5926,Flamengo,2,163,4.55,29.4
5927,Lapa,3,819,3.96,67.25
5928,Botafogo,4,1247,3.17,34.11
5929,Leblon,1,196,4.7,72.37
5930,Barra da Tijuca,1,1448,4.69,77.08
5931,Flamengo,4,679,3.65,35.6
5932,Ipanema,3,1216,3.95,88.98
5933,Barra da Tijuca,4,1398,3.1,87.21
5934,Lapa,5,709,4.38,56.78
5935,Barra da Tijuca,2,1715,2.89,59.35
5936,Barra da Tijuca,4,1500,4.34,32.56
5937,Leblon,4,1419,2.72,92.71
5938,Barra da Tijuca,5,1948,4.41,50.72
5939,Barra da Tijuca,3,677,3.01,21.09
5940,Flamengo,2,876,4.82,76.32
5941,Leblon,2,1123,3.62,58.3
5942,Ipanema,1,516,4.04,37.04
5943,Lapa,2,1206,4.52,88.49
5944,Leblon,2,1357,2.61,65.51
5945,Leblon,2,1792,4.41,91.67
5946,Copacabana,2,629,3.16,78.09
5947,Leblon,5,1073,3.02,27.68
5948,Copacabana,1,1770,4.43,64.28
5949,Lapa,4,1878,3.69,98.25
5950,Barra da Tijuca,1,815,4.73,89.13
5951,Flamengo,3,1202,2.98,29.69
5952,Flamengo,4,1050,4.1,84.59
5953,Lapa,1,1778,4.06,55.49
5954,Lapa,1,1434,4.57,98.33
5955,Botafogo,1,1643,4.2,40.91
5956,Barra da Tijuca,1,667,3.27,28.57
5957,Lapa,1,1783,3.99,49.68
5958,Leblon,1,870,4.67,70.0
5959,Flamengo,5,302,4.63,65.27
5960,Ipanema,5,1310,4.67,85.59
5961,Flamengo,4,217,3.84,72.51
5962,Copacabana,2,1808,4.41,42.41
5963,Flamengo,1,1861,3.07,53.57
5964,Botafogo,2,257,4.86,77.2
5965,Barra da Tijuca,5,1415,3.84,83.69
5966,Lapa,3,965,4.13,87.23
5967,Barra da Tijuca,1,1798,3.97,60.75
5968,Lapa,4,869,2.83,95.94
5969,Flamengo,2,248,4.61,39.46
5970,Ipanema,4,570,3.36,50.52
5971,Ipanema,1,1522,4.86,97.48
5972,Botafogo,2,1323,2.64,79.53
5973,Copacabana,2,121,2.82,55.21
5974,Flamengo,1,910,3.13,82.11
5975,Lapa,3,1820,3.55,47.94
5976,Flamengo,1,1578,3.62,63.88
5977,Botafogo,4,121,2.65,97.85
5978,Leblon,5,1890,2.8,71.37
5979,Leblon,5,904,3.07,23.55
5980,Botafogo,5,637,4.21,75.55
5981,Lapa,2,1901,2.83,66.62
5982,Barra da Tijuca,2,1331,4.35,33.21
5983,Botafogo,1,676,4.1,51.45
5984,Lapa,2,580,3.8,93.6
5985,Ipanema,4,1542,3.73,70.48
5986,Botafogo,1,935,4.09,68.43
5987,Lapa,4,251,3.81,25.11
5988,Botafogo,5,1778,2.59,71.43
5989,Botafogo,4,1384,4.01,60.89
5990,Barra da Tijuca,5,1023,2.9,64.95
5991,Barra da Tijuca,2,1181,4.65,46.97
5992,Lapa,1,1084,2.52,43.33
5993,Lapa,3,1004,2.69,66.2
5994,Copacabana,4,1483,4.24,65.64
5995,Botafogo,1,740,4.74,25.23
5996,Leblon,3,208,4.77,89.76
5997,Botafogo,1,1782,3.98,32.8
5998,Botafogo,3,153,4.5,60.34
5999,Lapa,1,1331,3.58,83.1
6000,Botafogo,5,341,3.86,40.15
6001,Flamengo,3,725,4.75,83.92
6002,Botafogo,1,788,3.81,82.22
6003,Flamengo,3,741,4.4,28.78
6004,Barra da Tijuca,5,1306,3.67,35.9
6005,Leblon,3,1047,3.62,82.72
6006,Lapa,3,153,3.26,47.29
6007,Botafogo,1,1336,4.07,95.0
6008,Flamengo,4,1531,4.69,26.52
6009,Flamengo,5,1965,3.18,44.24
6010,Barra da Tijuca,1,1617,3.24,23.71
6011,Flamengo,2,1577,2.51,81.2
6012,Ipanema,3,728,3.19,20.67
6013,Copacabana,2,881,4.86,77.71
6014,Leblon,1,759,4.48,42.11
6015,Barra da Tijuca,4,1202,4.48,28.51
6016,Barra da Tijuca,5,1589,4.63,76.96
6017,Botafogo,1,1408,4.78,60.67
6018,Ipanema,4,1740,3.22,87.07
6019,Botafogo,1,866,3.82,98.54
6020,Botafogo,4,1715,3.23,99.55
6021,Lapa,2,1689,3.9,67.75
6022,Lapa,4,972,3.51,37.42
6023,Lapa,5,1181,4.91,90.5
6024,Ipanema,2,1331,4.62,51.16
6025,Botafogo,3,1320,4.64,29.39
6026,Copacabana,2,739,2.57,38.05
6027,Leblon,2,465,4.83,29.21
6028,Lapa,3,1790,4.86,61.6
6029,Lapa,2,1438,4.66,68.23
6030,Barra da Tijuca,2,1178,4.53,53.88
6031,Botafogo,3,1535,2.73,60.05
6032,Botafogo,3,771,3.84,72.69
6033,Ipanema,5,873,4.26,22.01
6034,Ipanema,2,1815,3.34,80.95
6035,Lapa,2,1934,2.76,93.19
6036,Botafogo,2,1646,2.65,59.55
6037,Copacabana,5,299,3.21,48.45
6038,Leblon,2,376,2.8,66.42
6039,Botafogo,3,333,4.85,53.33
6040,Barra da Tijuca,3,689,4.62,63.31
6041,Botafogo,3,764,3.93,55.76
6042,Flamengo,3,241,2.59,48.63
6043,Ipanema,4,1023,3.25,86.54
6044,Barra da Tijuca,3,1036,2.67,98.54
6045,Leblon,5,750,3.02,69.97
6046,Lapa,4,1516,4.26,79.75
6047,Barra da Tijuca,2,630,4.51,93.06
6048,Botafogo,3,1275,3.82,82.43
6049,Lapa,2,1681,3.11,92.4
6050,Botafogo,3,268,4.11,93.21
6051,Lapa,3,1080,4.75,85.23
6052,Leblon,4,1206,3.11,39.29
6053,Ipanema,3,781,2.58,69.34
6054,Leblon,3,312,3.2,88.93
6055,Flamengo,1,1228,4.31,71.83
6056,Copacabana,5,201,3.3,33.32
6057,Ipanema,5,276,4.78,35.89
6058,Leblon,2,1849,2.9,84.18
6059,Flamengo,2,1637,4.46,47.11
6060,Copacabana,4,695,3.69,70.07
6061,Flamengo,2,855,2.85,98.45
6062,Botafogo,1,1565,4.33,57.54
6063,Botafogo,2,167,2.53,76.13
6064,Lapa,3,1476,4.07,29.73
6065,Ipanema,2,347,4.69,93.14
6066,Botafogo,2,151,2.53,66.04
6067,Barra da Tijuca,3,386,4.11,62.36
6068,Flamengo,1,320,2.58,96.02
6069,Ipanema,5,1832,4.62,39.08
6070,Barra da Tijuca,1,487,4.69,81.53
6071,Botafogo,1,663,4.4,27.41
6072,Lapa,4,102,3.24,57.85
6073,Leblon,4,1487,3.32,32.86
6074,Lapa,3,901,3.17,53.57
6075,Barra da Tijuca,4,297,4.64,30.8
6076,Copacabana,5,1475,3.23,67.1
6077,Botafogo,3,1972,4.09,39.83
6078,Barra da Tijuca,4,1405,4.06,65.19
6079,Copacabana,2,1563,3.19,77.03
6080,Copacabana,4,1527,4.58,47.55
6081,Flamengo,5,1935,3.97,94.24
6082,Ipanema,4,1359,3.3,27.25
6083,Flamengo,3,463,3.43,87.46
6084,Botafogo,2,243,4.47,77.73
6085,Copacabana,3,1700,3.71,37.2
6086,Barra da Tijuca,2,1749,4.43,27.35
6087,Leblon,2,852,3.7,43.76
6088,Copacabana,5,898,2.56,34.9
6089,Barra da Tijuca,1,1230,3.18,26.41
6090,Leblon,5,255,3.43,25.18
6091,Flamengo,1,573,4.8,87.44
6092,Flamengo,1,1627,4.91,94.36
6093,Ipanema,5,1602,3.94,72.0
6094,Barra da Tijuca,4,1603,2.89,40.51
6095,Copacabana,5,1161,4.29,21.33
6096,Lapa,3,328,3.42,36.1
6097,Flamengo,3,761,2.67,38.75
6098,Flamengo,3,748,4.24,98.47
6099,Ipanema,3,636,3.37,53.16
6100,Leblon,1,1671,3.25,69.43
6101,Ipanema,1,1554,4.93,88.56
6102,Copacabana,5,1584,2.66,73.36
6103,Barra da Tijuca,2,844,4.82,91.64
6104,Botafogo,2,1793,4.1,32.0
6105,Botafogo,1,1160,3.63,49.74
6106,Barra da Tijuca,4,1089,3.59,29.02
6107,Leblon,1,1100,2.78,41.19
6108,Flamengo,4,816,4.5,92.34
6109,Leblon,2,974,3.05,77.67
6110,Flamengo,1,849,4.64,98.38
6111,Flamengo,5,144,4.65,79.94
6112,Botafogo,3,948,4.48,86.21
6113,Leblon,2,612,4.97,64.42
6114,Ipanema,1,942,4.31,88.08
6115,Flamengo,1,1959,4.67,46.57
6116,Lapa,3,1488,4.11,64.93
6117,Lapa,2,1520,4.99,76.99
6118,Ipanema,5,760,3.39,44.55
6119,Lapa,5,395,3.18,87.08
6120,Copacabana,5,1027,3.89,61.47
6121,Flamengo,2,470,3.84,27.25
6122,Ipanema,5,1252,3.78,87.18
6123,Leblon,4,1144,2.91,26.16
6124,Flamengo,1,1583,3.21,85.49
6125,Ipanema,4,1644,2.93,67.41
6126,Botafogo,2,1303,3.05,26.58
6127,Leblon,5,1298,4.77,78.48
6128,Botafogo,5,1671,2.58,65.82
6129,Flamengo,5,337,4.59,87.95
6130,Leblon,3,856,2.9,65.02
6131,Lapa,3,1516,3.33,49.96
6132,Ipanema,5,483,4.08,81.15
6133,Flamengo,1,1549,4.91,58.96
6134,Copacabana,3,800,4.54,22.07
6135,Leblon,2,825,4.9,20.12
6136,Leblon,5,1702,4.97,74.88
6137,Barra da Tijuca,1,1765,4.45,36.01
6138,Flamengo,3,1475,2.72,49.27
6139,Flamengo,2,732,2.53,57.71
6140,Botafogo,3,1439,4.89,81.31
6141,Barra da Tijuca,2,1261,4.27,62.21
6142,Lapa,5,1734,2.97,27.06
6143,Botafogo,1,601,4.22,27.09
6144,Barra da Tijuca,4,1246,3.67,63.22
6145,Botafogo,3,1043,2.55,85.3
6146,Lapa,1,462,3.26,95.09
6147,Barra da Tijuca,4,231,3.17,78.02
6148,Barra da Tijuca,5,584,4.13,62.65
6149,Copacabana,2,1612,4.42,56.27
6150,Botafogo,5,1070,4.99,28.38
6151,Botafogo,1,505,3.98,95.39
6152,Leblon,1,276,3.57,29.41
6153,Lapa,3,514,4.64,51.69
6154,Ipanema,4,397,4.08,23.8
6155,Copacabana,4,978,3.52,66.56
6156,Barra da Tijuca,3,1695,4.26,41.62
6157,Barra da Tijuca,5,1795,4.45,74.24
6158,Barra da Tijuca,4,1097,4.67,98.86
6159,Copacabana,5,1541,3.1,23.99
6160,Barra da Tijuca,2,686,3.07,33.62
6161,Barra da Tijuca,1,1268,3.05,48.9
6162,Lapa,2,584,4.04,54.97
6163,Flamengo,3,1951,2.64,70.44
6164,Flamengo,4,247,4.56,24.58
6165,Leblon,2,163,4.67,55.36
6166,Leblon,1,659,4.94,84.1
6167,Barra da Tijuca,4,1478,4.42,93.49
6168,Lapa,5,847,2.85,48.28
6169,Barra da Tijuca,4,1827,4.72,82.29
6170,Leblon,1,368,3.81,21.17
6171,Copacabana,4,508,4.92,96.19
6172,Copacabana,2,1986,3.94,79.85
6173,Ipanema,3,1587,3.84,95.29
6174,Flamengo,2,1912,2.63,80.42
6175,Lapa,4,1197,3.35,25.04
6176,Botafogo,5,324,4.84,20.17
6177,Flamengo,4,1613,4.0,58.87
6178,Botafogo,1,394,3.37,51.98
6179,Ipanema,2,1809,3.45,27.2
6180,Ipanema,2,1730,4.09,76.38
6181,Barra da Tijuca,4,242,4.17,71.62
6182,Leblon,3,1132,4.18,76.09
6183,Ipanema,4,943,2.74,47.83
6184,Ipanema,3,340,3.95,59.55
6185,Botafogo,4,1425,4.05,56.66
6186,Leblon,2,948,3.18,68.18
6187,Ipanema,3,1027,3.51,43.08
6188,Flamengo,1,332,2.94,55.28
6189,Ipanema,3,870,2.94,75.55
6190,Leblon,5,1225,2.76,81.53
6191,Barra da Tijuca,1,460,3.58,48.87
6192,Lapa,4,1251,4.12,80.47
6193,Leblon,5,1211,4.84,30.98
6194,Botafogo,1,239,4.03,88.14
6195,Lapa,4,1952,3.79,75.18
6196,Flamengo,3,1488,4.79,71.46
6197,Copacabana,4,423,3.5,25.52
6198,Leblon,2,452,3.74,75.9
6199,Barra da Tijuca,1,228,3.64,69.61
6200,Botafogo,3,1224,3.45,28.97
6201,Flamengo,4,900,4.16,96.42
6202,Lapa,3,342,4.65,43.02
6203,Flamengo,3,282,4.83,26.9
6204,Leblon,1,1556,3.89,57.47
6205,Ipanema,3,1591,4.45,55.74
6206,Barra da Tijuca,1,1635,4.03,32.46
6207,Leblon,3,1172,3.34,56.24
6208,Copacabana,3,1003,4.54,42.29
6209,Leblon,4,289,4.86,98.25
6210,Lapa,5,1335,2.97,43.14
6211,Lapa,1,1826,4.58,97.87
6212,Leblon,2,1447,4.08,76.53
6213,Lapa,1,1490,4.78,50.82
6214,Ipanema,3,1062,4.17,84.43
6215,Flamengo,5,913,4.91,59.42
6216,Leblon,1,1486,2.97,88.73
6217,Barra da Tijuca,3,299,3.08,66.91
6218,Ipanema,2,564,3.41,78.36
6219,Flamengo,4,1635,4.36,85.32
6220,Barra da Tijuca,4,658,3.33,44.28
6221,Barra da Tijuca,1,1225,2.76,48.57
6222,Barra da Tijuca,1,362,3.16,23.94
6223,Flamengo,2,1773,4.46,28.64
6224,Ipanema,4,1930,4.94,48.64
6225,Barra da Tijuca,3,1706,2.94,96.28
6226,Barra da Tijuca,1,789,4.82,60.59
6227,Botafogo,5,359,2.51,76.49
6228,Leblon,4,1956,3.79,68.57
